<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.12.27	16:00:00	1.13184	1.13314	1.13176	1.13249	2149	0	5
2021.12.27	20:00:00	1.13251	1.13300	1.13233	1.13291	693	0	5
2021.12.28	00:00:00	1.13293	1.13310	1.13179	1.13252	1299	0	5
2021.12.28	04:00:00	1.13254	1.13286	1.13160	1.13171	1215	0	5
2021.12.28	08:00:00	1.13172	1.13330	1.13155	1.13325	4176	0	5
2021.12.28	12:00:00	1.13327	1.13330	1.12894	1.12951	6041	0	5
2021.12.28	16:00:00	1.12953	1.13205	1.12945	1.13022	3121	0	5
2021.12.28	20:00:00	1.13020	1.13139	1.13019	1.13127	1409	0	5
2021.12.29	00:00:00	1.13129	1.13131	1.12974	1.13060	1323	0	5
2021.12.29	04:00:00	1.13061	1.13071	1.12972	1.13000	1239	0	5
2021.12.29	08:00:00	1.13000	1.13029	1.12735	1.13007	5716	0	5
2021.12.29	12:00:00	1.13009	1.13684	1.12918	1.13489	10361	0	5
2021.12.29	16:00:00	1.13491	1.13532	1.13343	1.13427	3812	0	5
2021.12.29	20:00:00	1.13429	1.13595	1.13403	1.13595	1309	0	5
2021.12.30	00:00:00	1.13593	1.13593	1.13371	1.13376	1325	0	5
2021.12.30	04:00:00	1.13374	1.13374	1.13146	1.13172	2062	0	5
2021.12.30	08:00:00	1.13174	1.13256	1.12996	1.13256	4853	0	5
2021.12.30	12:00:00	1.13258	1.13442	1.12982	1.13303	9693	0	5
2021.12.30	16:00:00	1.13303	1.13316	1.13037	1.13270	3124	0	5
2021.12.30	20:00:00	1.13269	1.13300	1.13182	1.13221	1229	0	5
2021.12.31	00:00:00	1.13219	1.13284	1.13142	1.13157	743	0	5
2021.12.31	04:00:00	1.13159	1.13253	1.13038	1.13046	1381	0	5
2021.12.31	08:00:00	1.13046	1.13362	1.13031	1.13188	5113	0	5
2021.12.31	12:00:00	1.13187	1.13752	1.13119	1.13719	10712	0	5
2021.12.31	16:00:00	1.13717	1.13861	1.13588	1.13831	3955	0	5
2022.01.02	20:00:00	1.13728	1.13782	1.13655	1.13726	835	0	6
2022.01.03	00:00:00	1.13727	1.13754	1.13410	1.13480	2170	0	5
2022.01.03	04:00:00	1.13480	1.13498	1.13348	1.13479	2280	0	5
2022.01.03	08:00:00	1.13477	1.13659	1.13351	1.13553	7320	0	5
2022.01.03	12:00:00	1.13555	1.13639	1.12901	1.12914	10825	0	5
2022.01.03	16:00:00	1.12915	1.12995	1.12795	1.12971	4342	0	5
2022.01.03	20:00:00	1.12970	1.13020	1.12934	1.13014	1322	0	5
2022.01.04	00:00:00	1.13016	1.13091	1.12953	1.12975	2093	0	5
2022.01.04	04:00:00	1.12973	1.13069	1.12831	1.12913	2501	0	5
2022.01.04	08:00:00	1.12911	1.13079	1.12758	1.12758	7909	0	5
2022.01.04	12:00:00	1.12760	1.13222	1.12720	1.13086	10670	0	5
2022.01.04	16:00:00	1.13086	1.13153	1.12778	1.12876	5393	0	5
2022.01.04	20:00:00	1.12878	1.12892	1.12806	1.12826	1503	0	5
2022.01.05	00:00:00	1.12825	1.12964	1.12769	1.12956	1454	0	5
2022.01.05	04:00:00	1.12953	1.13023	1.12871	1.12984	1940	0	5
2022.01.05	08:00:00	1.12986	1.13234	1.12964	1.13188	6600	0	5
2022.01.05	12:00:00	1.13191	1.13438	1.13029	1.13372	10515	0	5
2022.01.05	16:00:00	1.13369	1.13462	1.13078	1.13101	8332	0	5
2022.01.05	20:00:00	1.13103	1.13138	1.13019	1.13105	1963	0	5
2022.01.06	00:00:00	1.13106	1.13203	1.13047	1.13149	1974	0	5
2022.01.06	04:00:00	1.13147	1.13161	1.12844	1.12894	3117	0	5
2022.01.06	08:00:00	1.12895	1.13266	1.12846	1.13130	7878	0	5
2022.01.06	12:00:00	1.13131	1.13317	1.12927	1.12956	13667	0	5
2022.01.06	16:00:00	1.12954	1.13089	1.12865	1.12865	5157	0	5
2022.01.06	20:00:00	1.12867	1.12996	1.12860	1.12947	1390	0	5
2022.01.07	00:00:00	1.12946	1.13015	1.12898	1.12988	1438	0	5
2022.01.07	04:00:00	1.12986	1.13058	1.12978	1.13052	1521	0	5
2022.01.07	08:00:00	1.13054	1.13190	1.13007	1.13042	4749	0	5
2022.01.07	12:00:00	1.13043	1.13490	1.12922	1.13470	16639	0	5
2022.01.07	16:00:00	1.13469	1.13644	1.13374	1.13627	4202	0	5
2022.01.07	20:00:00	1.13626	1.13639	1.13571	1.13613	838	0	5
2022.01.09	20:00:00	1.13565	1.13607	1.13495	1.13534	768	0	6
2022.01.10	00:00:00	1.13532	1.13578	1.13335	1.13374	1279	0	5
2022.01.10	04:00:00	1.13374	1.13404	1.13263	1.13288	2167	0	5
2022.01.10	08:00:00	1.13289	1.13443	1.13205	1.13251	7129	0	5
2022.01.10	12:00:00	1.13253	1.13293	1.12847	1.13184	11625	0	5
2022.01.10	16:00:00	1.13182	1.13345	1.13159	1.13231	4539	0	5
2022.01.10	20:00:00	1.13229	1.13323	1.13207	1.13297	1595	0	5
2022.01.11	00:00:00	1.13299	1.13434	1.13283	1.13412	1790	0	5
2022.01.11	04:00:00	1.13411	1.13444	1.13315	1.13416	2511	0	5
2022.01.11	08:00:00	1.13414	1.13516	1.13258	1.13386	6740	0	5
2022.01.11	12:00:00	1.13387	1.13450	1.13127	1.13399	9547	0	5
2022.01.11	16:00:00	1.13400	1.13749	1.13400	1.13666	5275	0	5
2022.01.11	20:00:00	1.13664	1.13707	1.13638	1.13657	1417	0	5
2022.01.12	00:00:00	1.13659	1.13752	1.13640	1.13745	1367	0	5
2022.01.12	04:00:00	1.13744	1.13777	1.13550	1.13583	1871	0	5
2022.01.12	08:00:00	1.13583	1.13732	1.13545	1.13613	5458	0	5
2022.01.12	12:00:00	1.13614	1.14248	1.13595	1.14204	15377	0	5
2022.01.12	16:00:00	1.14205	1.14525	1.14186	1.14496	5544	0	5
2022.01.12	20:00:00	1.14498	1.14506	1.14391	1.14394	1432	0	5
2022.01.13	00:00:00	1.14392	1.14479	1.14355	1.14419	2102	0	5
2022.01.13	04:00:00	1.14419	1.14661	1.14383	1.14642	2701	0	5
2022.01.13	08:00:00	1.14645	1.14781	1.14572	1.14623	7790	0	5
2022.01.13	12:00:00	1.14626	1.14813	1.14470	1.14602	11152	0	5
2022.01.13	16:00:00	1.14604	1.14717	1.14547	1.14613	5738	0	5
2022.01.13	20:00:00	1.14613	1.14620	1.14507	1.14564	1713	0	5
2022.01.14	00:00:00	1.14562	1.14754	1.14510	1.14735	2628	0	5
2022.01.14	04:00:00	1.14734	1.14826	1.14600	1.14657	3064	0	5
2022.01.14	08:00:00	1.14655	1.14744	1.14483	1.14517	6366	0	5
2022.01.14	12:00:00	1.14516	1.14559	1.14236	1.14331	14233	0	5
2022.01.14	16:00:00	1.14330	1.14355	1.13983	1.14151	5107	0	5
2022.01.14	20:00:00	1.14149	1.14175	1.14121	1.14148	1104	0	5
2022.01.16	20:00:00	1.14134	1.14162	1.14057	1.14111	755	0	6
2022.01.17	00:00:00	1.14112	1.14194	1.13999	1.14180	2186	0	5
2022.01.17	04:00:00	1.14181	1.14277	1.14118	1.14249	2176	0	5
2022.01.17	08:00:00	1.14249	1.14341	1.14061	1.14139	5696	0	5
2022.01.17	12:00:00	1.14136	1.14163	1.13916	1.14039	7197	0	5
2022.01.17	16:00:00	1.14038	1.14155	1.14007	1.14040	1860	0	5
2022.01.17	20:00:00	1.14042	1.14098	1.14016	1.14098	575	0	7
2022.01.18	00:00:00	1.14097	1.14212	1.13849	1.13922	3404	0	5
2022.01.18	04:00:00	1.13923	1.14043	1.13910	1.13970	5451	0	5
2022.01.18	08:00:00	1.13969	1.14056	1.13831	1.13862	9117	0	5
2022.01.18	12:00:00	1.13864	1.13916	1.13428	1.13429	12171	0	5
2022.01.18	16:00:00	1.13430	1.13438	1.13188	1.13267	6104	0	5
2022.01.18	20:00:00	1.13269	1.13320	1.13146	1.13284	2133	0	5
2022.01.19	00:00:00	1.13286	1.13297	1.13188	1.13275	2666	0	5
2022.01.19	04:00:00	1.13272	1.13426	1.13254	1.13304	3425	0	5
2022.01.19	08:00:00	1.13306	1.13495	1.13292	1.13376	6290	0	5
2022.01.19	12:00:00	1.13376	1.13537	1.13329	1.13441	9340	0	5
2022.01.19	16:00:00	1.13443	1.13568	1.13399	1.13509	5064	0	5
2022.01.19	20:00:00	1.13508	1.13546	1.13403	1.13426	1535	0	5
2022.01.20	00:00:00	1.13428	1.13650	1.13427	1.13533	2838	0	5
2022.01.20	04:00:00	1.13531	1.13665	1.13453	1.13595	2676	0	5
2022.01.20	08:00:00	1.13593	1.13687	1.13328	1.13399	6352	0	5
2022.01.20	12:00:00	1.13397	1.13576	1.13285	1.13477	10555	0	5
2022.01.20	16:00:00	1.13480	1.13530	1.13112	1.13121	4843	0	5
2022.01.20	20:00:00	1.13122	1.13183	1.13029	1.13127	2522	0	5
2022.01.21	00:00:00	1.13128	1.13348	1.13007	1.13255	3463	0	5
2022.01.21	04:00:00	1.13258	1.13364	1.13223	1.13285	2991	0	5
2022.01.21	08:00:00	1.13283	1.13451	1.13254	1.13296	6082	0	5
2022.01.21	12:00:00	1.13296	1.13594	1.13259	1.13456	9604	0	5
2022.01.21	16:00:00	1.13458	1.13531	1.13394	1.13412	4121	0	5
2022.01.21	20:00:00	1.13410	1.13452	1.13381	1.13439	1457	0	5
2022.01.23	20:00:00	1.13406	1.13446	1.13366	1.13409	672	0	6
2022.01.24	00:00:00	1.13407	1.13407	1.13273	1.13287	1954	0	5
2022.01.24	04:00:00	1.13285	1.13310	1.13145	1.13235	2703	0	5
2022.01.24	08:00:00	1.13233	1.13361	1.13012	1.13039	8911	0	5
2022.01.24	12:00:00	1.13041	1.13244	1.12903	1.13085	11410	0	5
2022.01.24	16:00:00	1.13087	1.13348	1.13043	1.13196	6282	0	5
2022.01.24	20:00:00	1.13194	1.13286	1.13180	1.13234	1976	0	5
2022.01.25	00:00:00	1.13236	1.13238	1.13087	1.13122	2131	0	5
2022.01.25	04:00:00	1.13124	1.13162	1.13014	1.13018	2697	0	5
2022.01.25	08:00:00	1.13019	1.13155	1.12684	1.12716	6845	0	5
2022.01.25	12:00:00	1.12716	1.12810	1.12631	1.12739	9286	0	5
2022.01.25	16:00:00	1.12738	1.13045	1.12713	1.13037	4012	0	5
2022.01.25	20:00:00	1.13035	1.13068	1.12937	1.13027	1853	0	5
2022.01.26	00:00:00	1.13029	1.13104	1.13011	1.13055	1304	0	5
2022.01.26	04:00:00	1.13054	1.13057	1.12891	1.12909	1967	0	5
2022.01.26	08:00:00	1.12910	1.12970	1.12751	1.12785	5489	0	5
2022.01.26	12:00:00	1.12786	1.12961	1.12715	1.12803	8101	0	5
2022.01.26	16:00:00	1.12802	1.13004	1.12472	1.12551	16731	0	5
2022.01.26	20:00:00	1.12550	1.12550	1.12351	1.12405	6980	0	5
2022.01.27	00:00:00	1.12404	1.12431	1.12209	1.12211	2684	0	5
2022.01.27	04:00:00	1.12212	1.12266	1.11957	1.11985	3953	0	5
2022.01.27	08:00:00	1.11983	1.12061	1.11521	1.11587	10054	0	5
2022.01.27	12:00:00	1.11587	1.11686	1.11311	1.11491	13829	0	5
2022.01.27	16:00:00	1.11491	1.11615	1.11356	1.11401	6697	0	5
2022.01.27	20:00:00	1.11401	1.11491	1.11380	1.11443	1838	0	5
2022.01.28	00:00:00	1.11444	1.11555	1.11379	1.11532	2234	0	5
2022.01.28	04:00:00	1.11531	1.11547	1.11254	1.11346	3480	0	5
2022.01.28	08:00:00	1.11347	1.11435	1.11212	1.11331	8148	0	5
2022.01.28	12:00:00	1.11329	1.11734	1.11252	1.11640	13844	0	5
2022.01.28	16:00:00	1.11641	1.11692	1.11432	1.11441	5943	0	5
2022.01.28	20:00:00	1.11439	1.11512	1.11410	1.11483	1060	0	5
2022.01.30	20:00:00	1.11435	1.11521	1.11382	1.11519	724	0	6
2022.01.31	00:00:00	1.11517	1.11626	1.11439	1.11609	2421	0	5
2022.01.31	04:00:00	1.11609	1.11713	1.11600	1.11707	2354	0	5
2022.01.31	08:00:00	1.11709	1.11821	1.11529	1.11591	6479	0	5
2022.01.31	12:00:00	1.11589	1.12176	1.11461	1.12105	13011	0	5
2022.01.31	16:00:00	1.12106	1.12475	1.11986	1.12430	6939	0	5
2022.01.31	20:00:00	1.12429	1.12454	1.12291	1.12291	1836	0	5
2022.02.01	00:00:00	1.12290	1.12337	1.12207	1.12330	1957	0	5
2022.02.01	04:00:00	1.12329	1.12677	1.12329	1.12662	3479	0	5
2022.02.01	08:00:00	1.12663	1.12784	1.12515	1.12728	7641	0	5
2022.02.01	12:00:00	1.12729	1.12741	1.12450	1.12470	11235	0	5
2022.02.01	16:00:00	1.12469	1.12572	1.12342	1.12526	5536	0	5
2022.02.01	20:00:00	1.12526	1.12735	1.12517	1.12728	1881	0	5
2022.02.02	00:00:00	1.12730	1.12776	1.12680	1.12705	1257	0	5
2022.02.02	04:00:00	1.12704	1.12839	1.12664	1.12813	1944	0	5
2022.02.02	08:00:00	1.12812	1.13197	1.12783	1.13161	8077	0	5
2022.02.02	12:00:00	1.13162	1.13300	1.12923	1.12965	10392	0	5
2022.02.02	16:00:00	1.12966	1.13140	1.12927	1.13098	3451	0	5
2022.02.02	20:00:00	1.13100	1.13138	1.12981	1.12992	1425	0	5
2022.02.03	00:00:00	1.12990	1.13080	1.12930	1.13045	1416	0	5
2022.02.03	04:00:00	1.13042	1.13051	1.12879	1.12970	2461	0	5
2022.02.03	08:00:00	1.12967	1.13023	1.12752	1.12801	5614	0	5
2022.02.03	12:00:00	1.12802	1.14235	1.12672	1.14174	34799	0	5
2022.02.03	16:00:00	1.14174	1.14512	1.14143	1.14331	9573	0	5
2022.02.03	20:00:00	1.14331	1.14419	1.14278	1.14355	1963	0	5
2022.02.04	00:00:00	1.14354	1.14685	1.14319	1.14623	3164	0	5
2022.02.04	04:00:00	1.14621	1.14716	1.14512	1.14671	4449	0	5
2022.02.04	08:00:00	1.14668	1.14834	1.14396	1.14781	10963	0	5
2022.02.04	12:00:00	1.14782	1.14817	1.14115	1.14419	21785	0	5
2022.02.04	16:00:00	1.14418	1.14638	1.14357	1.14479	5191	0	5
2022.02.04	20:00:00	1.14480	1.14596	1.14476	1.14509	1257	0	5
2022.02.06	20:00:00	1.14562	1.14585	1.14513	1.14542	605	0	6
2022.02.07	00:00:00	1.14544	1.14556	1.14270	1.14327	2145	0	5
2022.02.07	04:00:00	1.14324	1.14404	1.14254	1.14319	3420	0	5
2022.02.07	08:00:00	1.14321	1.14490	1.14150	1.14432	8943	0	5
2022.02.07	12:00:00	1.14430	1.14586	1.14202	1.14432	12303	0	5
2022.02.07	16:00:00	1.14430	1.14506	1.14169	1.14431	5318	0	5
2022.02.07	20:00:00	1.14429	1.14429	1.14331	1.14407	1726	0	5
2022.02.08	00:00:00	1.14408	1.14485	1.14295	1.14298	1028	0	5
2022.02.08	04:00:00	1.14299	1.14306	1.13960	1.13987	3849	0	5
2022.02.08	08:00:00	1.13988	1.14333	1.13977	1.14259	7679	0	5
2022.02.08	12:00:00	1.14261	1.14269	1.14000	1.14179	9133	0	5
2022.02.08	16:00:00	1.14180	1.14236	1.14014	1.14143	4131	0	5
2022.02.08	20:00:00	1.14142	1.14205	1.14129	1.14188	1235	0	5
2022.02.09	00:00:00	1.14178	1.14310	1.14149	1.14301	486	0	5
2022.02.09	04:00:00	1.14299	1.14312	1.14024	1.14087	2376	0	5
2022.02.09	08:00:00	1.14085	1.14446	1.14081	1.14293	6547	0	5
2022.02.09	12:00:00	1.14294	1.14457	1.14252	1.14280	8161	0	5
2022.02.09	16:00:00	1.14280	1.14476	1.14255	1.14322	5421	0	5
2022.02.09	20:00:00	1.14320	1.14332	1.14199	1.14209	1413	0	5
2022.02.10	00:00:00	1.14206	1.14298	1.14129	1.14285	816	0	5
2022.02.10	04:00:00	1.14284	1.14313	1.14193	1.14285	2134	0	5
2022.02.10	08:00:00	1.14286	1.14460	1.14224	1.14318	6661	0	5
2022.02.10	12:00:00	1.14317	1.14735	1.13747	1.14665	24629	0	5
2022.02.10	16:00:00	1.14666	1.14947	1.14466	1.14493	16572	0	5
2022.02.10	20:00:00	1.14492	1.14547	1.14016	1.14110	4131	0	5
2022.02.11	00:00:00	1.14109	1.14116	1.13853	1.13927	2800	0	5
2022.02.11	04:00:00	1.13925	1.13928	1.13698	1.13847	4784	0	5
2022.02.11	08:00:00	1.13849	1.13994	1.13779	1.13945	8565	0	5
2022.02.11	12:00:00	1.13947	1.14178	1.13798	1.14019	12522	0	5
2022.02.11	16:00:00	1.14021	1.14080	1.13295	1.13333	28157	0	5
2022.02.11	20:00:00	1.13335	1.13518	1.13309	1.13477	6919	0	5
2022.02.13	20:00:00	1.13387	1.13669	1.13381	1.13643	1301	0	6
2022.02.14	00:00:00	1.13644	1.13689	1.13404	1.13430	3423	0	5
2022.02.14	04:00:00	1.13428	1.13521	1.13358	1.13380	3572	0	5
2022.02.14	08:00:00	1.13378	1.13430	1.13007	1.13108	10809	0	5
2022.02.14	12:00:00	1.13106	1.13423	1.12912	1.13053	19115	0	5
2022.02.14	16:00:00	1.13054	1.13141	1.12799	1.12945	11314	0	5
2022.02.14	20:00:00	1.12944	1.13075	1.12928	1.13056	2357	0	5
2022.02.15	00:00:00	1.13057	1.13222	1.13030	1.13172	2315	0	5
2022.02.15	04:00:00	1.13171	1.13278	1.13112	1.13125	3300	0	5
2022.02.15	08:00:00	1.13122	1.13536	1.13092	1.13455	12308	0	5
2022.02.15	12:00:00	1.13456	1.13596	1.13201	1.13547	12960	0	5
2022.02.15	16:00:00	1.13545	1.13679	1.13459	1.13591	4728	0	5
2022.02.15	20:00:00	1.13593	1.13634	1.13545	1.13551	1780	0	5
2022.02.16	00:00:00	1.13549	1.13594	1.13449	1.13456	1783	0	5
2022.02.16	04:00:00	1.13455	1.13778	1.13452	1.13751	2699	0	5
2022.02.16	08:00:00	1.13752	1.13950	1.13710	1.13849	8135	0	5
2022.02.16	12:00:00	1.13849	1.13865	1.13529	1.13653	11072	0	5
2022.02.16	16:00:00	1.13652	1.13955	1.13604	1.13901	7541	0	5
2022.02.16	20:00:00	1.13902	1.13932	1.13668	1.13726	2611	0	5
2022.02.17	00:00:00	1.13727	1.13846	1.13306	1.13363	4709	0	5
2022.02.17	04:00:00	1.13364	1.13751	1.13230	1.13750	11043	0	5
2022.02.17	08:00:00	1.13751	1.13858	1.13427	1.13656	13796	0	5
2022.02.17	12:00:00	1.13655	1.13789	1.13506	1.13689	17334	0	5
2022.02.17	16:00:00	1.13690	1.13753	1.13568	1.13636	4945	0	5
2022.02.17	20:00:00	1.13638	1.13696	1.13566	1.13638	1988	0	5
2022.02.18	00:00:00	1.13635	1.13711	1.13576	1.13672	3287	0	5
2022.02.18	04:00:00	1.13670	1.13734	1.13611	1.13697	2292	0	5
2022.02.18	08:00:00	1.13695	1.13766	1.13467	1.13622	6899	0	5
2022.02.18	12:00:00	1.13623	1.13680	1.13272	1.13405	11378	0	5
2022.02.18	16:00:00	1.13408	1.13421	1.13144	1.13310	7752	0	5
2022.02.18	20:00:00	1.13309	1.13314	1.13229	1.13232	1491	0	5
2022.02.20	20:00:00	1.13191	1.13245	1.13131	1.13162	918	0	6
2022.02.21	00:00:00	1.13163	1.13677	1.13132	1.13605	4003	0	5
2022.02.21	04:00:00	1.13604	1.13787	1.13582	1.13734	2374	0	5
2022.02.21	08:00:00	1.13735	1.13904	1.13457	1.13477	7808	0	5
2022.02.21	12:00:00	1.13475	1.13500	1.13207	1.13361	9906	0	5
2022.02.21	16:00:00	1.13361	1.13489	1.13056	1.13172	2740	0	5
2022.02.21	20:00:00	1.13174	1.13174	1.12962	1.13089	1286	0	7
2022.02.22	00:00:00	1.13088	1.13196	1.12878	1.12921	3840	0	6
2022.02.22	04:00:00	1.12923	1.13123	1.12923	1.12965	5036	0	6
2022.02.22	08:00:00	1.12964	1.13665	1.12929	1.13458	12578	0	5
2022.02.22	12:00:00	1.13459	1.13590	1.13304	1.13351	12258	0	5
2022.02.22	16:00:00	1.13351	1.13538	1.13219	1.13344	7941	0	5
2022.02.22	20:00:00	1.13345	1.13408	1.13228	1.13287	2449	0	5
2022.02.23	00:00:00	1.13286	1.13386	1.13199	1.13255	1905	0	5
2022.02.23	04:00:00	1.13257	1.13425	1.13158	1.13396	2950	0	5
2022.02.23	08:00:00	1.13394	1.13586	1.13337	1.13403	6996	0	5
2022.02.23	12:00:00	1.13400	1.13520	1.13205	1.13243	8620	0	5
2022.02.23	16:00:00	1.13242	1.13258	1.13036	1.13077	5191	0	5
2022.02.23	20:00:00	1.13075	1.13103	1.13000	1.13052	1995	0	5
2022.02.24	00:00:00	1.13054	1.13058	1.12347	1.12379	10153	0	5
2022.02.24	04:00:00	1.12378	1.12553	1.12078	1.12450	18124	0	5
2022.02.24	08:00:00	1.12452	1.12621	1.11550	1.11738	26757	0	5
2022.02.24	12:00:00	1.11740	1.11846	1.11079	1.11093	25145	0	5
2022.02.24	16:00:00	1.11091	1.12121	1.11061	1.11869	24726	0	5
2022.02.24	20:00:00	1.11871	1.12208	1.11841	1.11901	6107	0	5
2022.02.25	00:00:00	1.11904	1.12176	1.11861	1.12171	7179	0	5
2022.02.25	04:00:00	1.12170	1.12282	1.11969	1.12101	7062	0	5
2022.02.25	08:00:00	1.12099	1.12149	1.11658	1.11847	15841	0	5
2022.02.25	12:00:00	1.11849	1.12506	1.11836	1.12438	23137	0	5
2022.02.25	16:00:00	1.12440	1.12666	1.12349	1.12633	8250	0	5
2022.02.25	20:00:00	1.12633	1.12738	1.12579	1.12713	2684	0	5
2022.02.27	20:00:00	1.11438	1.11871	1.11412	1.11797	2697	0	15
2022.02.28	00:00:00	1.11800	1.11943	1.11460	1.11506	12360	0	5
2022.02.28	04:00:00	1.11508	1.11992	1.11420	1.11894	10871	0	5
2022.02.28	08:00:00	1.11895	1.12320	1.11639	1.11988	19790	0	5
2022.02.28	12:00:00	1.11990	1.12362	1.11788	1.12315	20919	0	5
2022.02.28	16:00:00	1.12314	1.12461	1.11971	1.12221	12671	0	5
2022.02.28	20:00:00	1.12222	1.12228	1.12088	1.12142	2631	0	5
2022.03.01	00:00:00	1.12140	1.12144	1.11920	1.11920	3149	0	5
2022.03.01	04:00:00	1.11919	1.12297	1.11905	1.12294	4440	0	5
2022.03.01	08:00:00	1.12296	1.12328	1.11662	1.11755	16559	0	5
2022.03.01	12:00:00	1.11757	1.11803	1.11279	1.11398	19511	0	5
2022.03.01	16:00:00	1.11400	1.11440	1.10895	1.11217	15757	0	5
2022.03.01	20:00:00	1.11218	1.11378	1.11164	1.11322	4173	0	5
2022.03.02	00:00:00	1.11320	1.11354	1.11111	1.11188	3516	0	5
2022.03.02	04:00:00	1.11189	1.11234	1.10830	1.10932	7904	0	5
2022.03.02	08:00:00	1.10933	1.11038	1.10586	1.10996	21552	0	5
2022.03.02	12:00:00	1.10995	1.11192	1.10573	1.10681	23362	0	5
2022.03.02	16:00:00	1.10682	1.11436	1.10634	1.11239	20397	0	5
2022.03.02	20:00:00	1.11241	1.11302	1.11104	1.11121	3545	0	5
2022.03.03	00:00:00	1.11123	1.11151	1.10900	1.10994	4094	0	5
2022.03.03	04:00:00	1.10996	1.11061	1.10910	1.10973	3687	0	5
2022.03.03	08:00:00	1.10971	1.10998	1.10716	1.10864	9855	0	5
2022.03.03	12:00:00	1.10862	1.10967	1.10574	1.10617	16091	0	5
2022.03.03	16:00:00	1.10616	1.10675	1.10333	1.10576	13647	0	5
2022.03.03	20:00:00	1.10575	1.10675	1.10562	1.10656	2220	0	5
2022.03.04	00:00:00	1.10654	1.10664	1.10099	1.10257	17082	0	5
2022.03.04	04:00:00	1.10255	1.10390	1.10081	1.10119	6066	0	5
2022.03.04	08:00:00	1.10120	1.10239	1.09727	1.09755	11907	0	5
2022.03.04	12:00:00	1.09754	1.09818	1.08855	1.09185	24782	0	5
2022.03.04	16:00:00	1.09186	1.09366	1.09079	1.09127	12091	0	5
2022.03.04	20:00:00	1.09128	1.09401	1.09124	1.09316	3996	0	5
2022.03.06	20:00:00	1.09266	1.09273	1.08633	1.08733	3540	0	6
2022.03.07	00:00:00	1.08732	1.08855	1.08215	1.08709	15705	0	5
2022.03.07	04:00:00	1.08710	1.08975	1.08627	1.08710	12843	0	5
2022.03.07	08:00:00	1.08712	1.08905	1.08058	1.08592	22929	0	5
2022.03.07	12:00:00	1.08591	1.09322	1.08553	1.08757	37773	0	5
2022.03.07	16:00:00	1.08758	1.09000	1.08454	1.08476	19947	0	5
2022.03.07	20:00:00	1.08478	1.08714	1.08465	1.08658	4475	0	5
2022.03.08	00:00:00	1.08660	1.08845	1.08490	1.08678	6961	0	5
2022.03.08	04:00:00	1.08676	1.08835	1.08510	1.08611	9967	0	5
2022.03.08	08:00:00	1.08612	1.09217	1.08560	1.08910	29424	0	5
2022.03.08	12:00:00	1.08912	1.09240	1.08717	1.08755	29017	0	5
2022.03.08	16:00:00	1.08753	1.09581	1.08748	1.09061	30498	0	5
2022.03.08	20:00:00	1.09062	1.09132	1.08898	1.08974	4520	0	5
2022.03.09	00:00:00	1.08976	1.09201	1.08965	1.09071	5085	0	5
2022.03.09	04:00:00	1.09072	1.09292	1.09069	1.09164	6345	0	5
2022.03.09	08:00:00	1.09162	1.09923	1.09106	1.09708	15443	0	5
2022.03.09	12:00:00	1.09710	1.10500	1.09633	1.10438	25106	0	5
2022.03.09	16:00:00	1.10438	1.10949	1.10427	1.10770	15487	0	5
2022.03.09	20:00:00	1.10769	1.10831	1.10620	1.10732	4491	0	5
2022.03.10	00:00:00	1.10731	1.10733	1.10415	1.10587	4623	0	5
2022.03.10	04:00:00	1.10588	1.10717	1.10512	1.10647	5224	0	5
2022.03.10	08:00:00	1.10649	1.10788	1.10254	1.10399	29206	0	5
2022.03.10	12:00:00	1.10398	1.11208	1.09799	1.10187	42618	0	5
2022.03.10	16:00:00	1.10185	1.10196	1.09828	1.09845	8886	0	5
2022.03.10	20:00:00	1.09846	1.10147	1.09761	1.10132	2639	0	5
2022.03.11	00:00:00	1.10130	1.10185	1.09805	1.10042	5884	0	5
2022.03.11	04:00:00	1.10043	1.10101	1.09808	1.09833	6596	0	5
2022.03.11	08:00:00	1.09835	1.10427	1.09600	1.10108	21776	0	5
2022.03.11	12:00:00	1.10109	1.10320	1.09459	1.09648	23909	0	5
2022.03.11	16:00:00	1.09650	1.09696	1.09018	1.09088	11303	0	5
2022.03.11	20:00:00	1.09087	1.09166	1.09052	1.09124	2484	0	5
2022.03.13	20:00:00	1.09209	1.09385	1.09111	1.09316	2782	0	6
2022.03.14	00:00:00	1.09317	1.09374	1.09004	1.09042	8097	0	5
2022.03.14	04:00:00	1.09045	1.09402	1.09009	1.09316	5886	0	5
2022.03.14	08:00:00	1.09318	1.09895	1.09302	1.09427	14527	0	5
2022.03.14	12:00:00	1.09429	1.09862	1.09348	1.09791	14932	0	5
2022.03.14	16:00:00	1.09790	1.09937	1.09456	1.09493	9066	0	5
2022.03.14	20:00:00	1.09495	1.09534	1.09304	1.09426	2999	0	5
2022.03.15	00:00:00	1.09427	1.09802	1.09374	1.09774	7464	0	5
2022.03.15	04:00:00	1.09773	1.10189	1.09667	1.10047	11438	0	5
2022.03.15	08:00:00	1.10049	1.10191	1.09779	1.09835	14954	0	5
2022.03.15	12:00:00	1.09838	1.10038	1.09630	1.09724	16756	0	5
2022.03.15	16:00:00	1.09726	1.09754	1.09260	1.09524	11244	0	5
2022.03.15	20:00:00	1.09522	1.09737	1.09417	1.09666	2409	0	5
